accumulated_power,activity_type,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,timestamp,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_90,vertical_oscillation,vertical_ratio
32991,running,77,0.0,318.76,43.39999999999998,2.099,0.5,113,603905842,-40594314,216,312.0,,,817.0,2026-06-16 07:14:13+00:00,1,,40,113,1992,88,,83.7,10.24
33204,running,77,0.0,318.89,43.39999999999998,2.062,0.5,113,603905851,-40594316,213,312.0,,,803.0,2026-06-16 07:14:14+00:00,1,,40,113,1957,88,,83.2,10.36
33417,running,76,0.0,319.8,43.39999999999998,2.053,0.0,113,603905874,-40594511,213,317.0,,,810.0,2026-06-16 07:14:15+00:00,1,,40,113,1948,88,,83.9,10.35
33630,running,76,0.0,322.18,43.39999999999998,2.053,0.0,113,603906028,-40594897,213,317.0,,,810.0,2026-06-16 07:14:16+00:00,1,,40,113,1948,88,,83.9,10.35
33844,running,76,0.0,324.46,43.39999999999998,2.053,0.5,113,603906082,-40595255,214,317.0,,,810.0,2026-06-16 07:14:17+00:00,1,,40,113,1948,88,,83.9,10.35
34066,running,77,0.0,326.69,43.39999999999998,2.109,0.5,113,603906097,-40595619,222,307.0,,,811.0,2026-06-16 07:14:18+00:00,1,,40,113,2001,88,,83.1,10.25
34297,running,77,0.0,329.38,43.39999999999998,2.165,0.5,113,603906116,-40596113,231,306.0,,,832.0,2026-06-16 07:14:19+00:00,1,,40,113,2054,88,,84.2,10.11
34529,running,80,0.0,331.5,43.200000000000045,2.174,0.5,113,603906065,-40596412,232,298.0,,,815.0,2026-06-16 07:14:20+00:00,1,,40,113,2065,88,,82.1,10.08
34777,running,81,0.0,333.46,43.200000000000045,2.286,0.0,114,603905945,-40596688,248,292.0,,,846.0,2026-06-16 07:14:21+00:00,1,,45,114,2171,88,,83.0,9.81
35023,running,81,0.0,335.62,43.0,2.286,0.5,114,603905799,-40597012,246,292.0,,,846.0,2026-06-16 07:14:22+00:00,1,,45,114,2171,88,,83.0,9.81
35249,running,81,0.0,337.53,43.0,2.165,0.5,114,603905675,-40597219,226,295.0,,,801.0,2026-06-16 07:14:23+00:00,1,,45,114,2056,88,,80.7,10.06
35472,running,81,0.0,339.5,42.799999999999955,2.137,0.5,114,603905524,-40597441,223,292.0,,,781.0,2026-06-16 07:14:24+00:00,1,,45,114,2029,88,,79.1,10.12
35687,running,81,0.0,341.91,42.799999999999955,2.062,0.5,114,603905378,-40597872,215,294.0,,,754.0,2026-06-16 07:14:25+00:00,1,,45,114,1960,88,,77.6,10.29
35903,running,81,0.0,343.82,42.799999999999955,2.062,0.0,114,603905239,-40598086,216,297.0,,,763.0,2026-06-16 07:14:26+00:00,1,,45,114,1960,88,,78.8,10.32
36119,running,80,0.0,345.98,42.60000000000002,2.071,0.5,114,603905107,-40598330,216,300.0,,,776.0,2026-06-16 07:14:27+00:00,1,,45,114,1969,88,,80.2,10.33
36336,running,80,0.0,348.04,42.60000000000002,2.09,0.5,115,603904938,-40598605,217,300.0,,,783.0,2026-06-16 07:14:28+00:00,1,,50,115,1986,88,,80.5,10.27
36551,running,79,0.0,350.37,42.39999999999998,2.081,0.5,115,603904758,-40598852,215,300.0,,,780.0,2026-06-16 07:14:29+00:00,1,,50,115,1977,88,,80.3,10.3
36767,running,79,0.0,352.53,42.39999999999998,2.09,0.5,115,603904564,-40599053,216,300.0,,,783.0,2026-06-16 07:14:30+00:00,1,,50,115,1985,88,,80.5,10.27
36987,running,80,0.0,354.97,42.200000000000045,2.127,0.5,115,603904401,-40599423,220,299.0,,,797.0,2026-06-16 07:14:31+00:00,1,,50,115,2021,88,,81.2,10.19
37205,running,80,0.0,356.55,42.0,2.127,0.5,115,603904300,-40599612,218,299.0,,,797.0,2026-06-16 07:14:32+00:00,1,,50,115,2021,88,,81.2,10.19
37423,running,80,0.0,359.02,42.0,2.127,0.5,115,603904162,-40599977,218,299.0,,,797.0,2026-06-16 07:14:33+00:00,1,,50,115,2021,88,,81.2,10.19
37639,running,81,0.0,361.22,42.0,2.118,0.0,116,603903997,-40600309,216,296.0,,,784.0,2026-06-16 07:14:34+00:00,1,,54,116,2012,88,,79.8,10.18
37855,running,81,0.0,363.21,42.0,2.118,0.0,115,603903837,-40600497,216,296.0,,,784.0,2026-06-16 07:14:35+00:00,1,,55,115,2009,88,,79.8,10.18
38071,running,80,0.0,365.77,42.0,2.118,0.5,115,603903636,-40600880,216,296.0,,,784.0,2026-06-16 07:14:36+00:00,1,,55,115,2009,88,,79.8,10.18
38290,running,80,0.0,368.71,41.799999999999955,2.137,0.5,116,603903465,-40601222,219,295.0,,,791.0,2026-06-16 07:14:37+00:00,1,,56,116,2027,88,,80.4,10.16
38518,running,81,0.0,370.62,41.799999999999955,2.202,0.5,116,603903354,-40601425,228,294.0,,,815.0,2026-06-16 07:14:38+00:00,1,,56,116,2089,88,,81.4,9.99
38754,running,81,0.0,373.01,41.60000000000002,2.267,0.5,116,603903185,-40601817,236,289.0,,,829.0,2026-06-16 07:14:39+00:00,1,,56,116,2151,88,,81.5,9.82
38994,running,82,0.0,375.0,41.60000000000002,2.286,0.5,116,603903078,-40602062,240,289.0,,,836.0,2026-06-16 07:14:40+00:00,1,,56,116,2169,88,,81.7,9.76
39231,running,82,0.0,376.79,41.60000000000002,2.267,0.5,116,603902966,-40602262,237,289.0,,,829.0,2026-06-16 07:14:41+00:00,1,,56,116,2151,88,,81.5,9.82
39457,running,81,0.0,378.92,41.39999999999998,2.211,0.5,116,603902846,-40602647,226,290.0,,,809.0,2026-06-16 07:14:42+00:00,1,,56,116,2098,88,,80.5,9.96
39676,running,81,0.0,380.68,41.39999999999998,2.137,0.5,116,603902733,-40602878,219,295.0,,,791.0,2026-06-16 07:14:43+00:00,1,,56,116,2027,88,,80.4,10.16
39896,running,81,0.0,382.81,41.39999999999998,2.137,0.0,116,603902561,-40603124,220,295.0,,,791.0,2026-06-16 07:14:44+00:00,1,,56,116,2027,88,,80.4,10.16
40112,running,81,0.0,385.64,41.39999999999998,2.09,0.0,116,603902362,-40603521,216,296.0,,,774.0,2026-06-16 07:14:45+00:00,1,,56,116,1983,88,,79.5,10.27
40327,running,81,0.0,387.98,41.39999999999998,2.09,0.0,116,603902204,-40603792,215,296.0,,,774.0,2026-06-16 07:14:46+00:00,1,,56,116,1985,88,,79.5,10.27
40547,running,80,0.0,390.13,41.200000000000045,2.137,0.5,116,603902053,-40604047,220,299.0,,,801.0,2026-06-16 07:14:47+00:00,1,,56,116,2029,88,,81.4,10.16
40769,running,80,0.0,392.35,41.200000000000045,2.146,0.0,116,603901905,-40604379,222,299.0,,,804.0,2026-06-16 07:14:48+00:00,1,,56,116,2038,88,,81.5,10.12
40993,running,80,0.0,394.9,41.200000000000045,2.146,0.0,116,603901744,-40604653,224,299.0,,,804.0,2026-06-16 07:14:49+00:00,1,,56,116,2038,88,,81.5,10.12
41219,running,80,0.0,397.43,41.200000000000045,2.155,0.5,116,603901553,-40604970,226,295.0,,,798.0,2026-06-16 07:14:50+00:00,1,,56,116,2047,88,,80.6,10.09
41447,running,81,0.0,400.13,41.200000000000045,2.174,0.5,116,603901370,-40605383,228,291.0,,,795.0,2026-06-16 07:14:51+00:00,1,,56,116,2066,88,,79.8,10.04
41677,running,81,0.0,402.21,41.200000000000045,2.193,0.5,117,603901200,-40605482,230,291.0,,,802.0,2026-06-16 07:14:52+00:00,1,,68,117,2084,88,,80.0,9.97
41910,running,81,0.0,404.25,41.0,2.211,0.5,117,603901024,-40605719,233,290.0,,,809.0,2026-06-16 07:14:53+00:00,1,,68,117,2101,88,,80.5,9.96
42144,running,81,0.0,406.09,41.0,2.211,0.5,117,603900891,-40605987,234,290.0,,,809.0,2026-06-16 07:14:54+00:00,1,,68,117,2101,88,,80.5,9.96
42376,running,81,0.0,408.03,41.0,2.202,0.5,117,603900782,-40606244,232,294.0,,,815.0,2026-06-16 07:14:55+00:00,1,,68,117,2092,88,,81.4,9.99
42606,running,81,0.0,410.09,41.0,2.193,0.5,117,603900638,-40606547,230,294.0,,,812.0,2026-06-16 07:14:56+00:00,1,,68,117,2098,88,,81.3,10.02
42836,running,80,0.0,412.37,41.0,2.183,0.5,117,603900463,-40606829,230,298.0,,,818.0,2026-06-16 07:14:57+00:00,1,,68,117,2089,88,,82.3,10.05
43067,running,80,0.0,414.17,41.0,2.183,0.0,117,603900333,-40606978,231,298.0,,,818.0,2026-06-16 07:14:58+00:00,1,,68,117,2089,88,,82.3,10.05
43299,running,80,0.0,416.37,41.0,2.183,0.0,117,603900165,-40607286,232,298.0,,,818.0,2026-06-16 07:14:59+00:00,1,,68,117,2089,88,,82.3,10.05
43531,running,79,0.0,417.9,41.0,2.174,0.5,116,603900037,-40607521,232,302.0,,,825.0,2026-06-16 07:15:00+00:00,1,,68,116,2080,88,,83.2,10.08
43763,running,80,0.0,420.14,41.0,2.174,0.5,116,603899878,-40607719,232,298.0,,,815.0,2026-06-16 07:15:01+00:00,1,,68,116,2103,88,,82.1,10.08
43994,running,80,0.0,422.52,41.0,2.155,0.5,115,603899669,-40608088,231,298.0,,,808.0,2026-06-16 07:15:02+00:00,1,,61,115,2085,88,,81.9,10.14
44225,running,80,0.0,425.14,41.0,2.155,0.5,114,603899468,-40608358,231,295.0,,,798.0,2026-06-16 07:15:03+00:00,1,,57,114,2085,88,,80.6,10.09
44457,running,80,0.0,427.9,41.0,2.155,0.5,114,603899268,-40608608,232,295.0,,,798.0,2026-06-16 07:15:04+00:00,1,,57,114,2085,88,,80.6,10.09
44691,running,81,0.0,430.2,41.0,2.174,0.5,114,603899053,-40608925,234,291.0,,,795.0,2026-06-16 07:15:05+00:00,1,,57,114,2103,88,,79.8,10.04
44929,running,81,0.0,432.43,41.0,2.193,0.5,114,603898912,-40609159,238,291.0,,,802.0,2026-06-16 07:15:06+00:00,1,,57,114,2136,88,,80.0,9.97
45168,running,81,0.0,434.3,41.0,2.193,0.5,114,603898780,-40609357,239,294.0,,,812.0,2026-06-16 07:15:07+00:00,1,,57,114,2136,88,,81.3,10.02
45409,running,81,0.0,437.01,41.200000000000045,2.202,0.5,114,603898520,-40609706,241,294.0,,,815.0,2026-06-16 07:15:08+00:00,1,,57,114,2145,88,,81.4,9.99
45650,running,81,0.0,439.37,41.200000000000045,2.202,0.5,114,603898315,-40609938,241,294.0,,,815.0,2026-06-16 07:15:09+00:00,1,,57,114,2145,88,,81.4,9.99
45891,running,81,0.0,441.6,41.200000000000045,2.202,0.5,114,603898141,-40610115,241,294.0,,,815.0,2026-06-16 07:15:10+00:00,1,,57,114,2145,88,,81.4,9.99
46134,running,80,0.0,444.27,41.200000000000045,2.211,0.5,114,603897937,-40610451,243,297.0,,,829.0,2026-06-16 07:15:11+00:00,1,,57,114,2155,88,,82.9,10.0
46378,running,78,0.0,446.78,41.200000000000045,2.211,0.5,115,603897771,-40610759,244,305.0,,,850.0,2026-06-16 07:15:12+00:00,1,,61,115,2170,88,,85.1,10.01
46624,running,78,0.0,448.61,41.200000000000045,2.221,0.5,115,603897633,-40610895,246,305.0,,,854.0,2026-06-16 07:15:13+00:00,1,,61,115,2179,88,,85.3,9.98
46872,running,78,0.0,450.56,41.200000000000045,2.221,0.5,115,603897459,-40611120,248,305.0,,,854.0,2026-06-16 07:15:14+00:00,1,,61,115,2179,88,,85.3,9.98
47121,running,78,0.0,452.62,41.39999999999998,2.211,0.5,115,603897294,-40611409,249,301.0,,,839.0,2026-06-16 07:15:15+00:00,1,,61,115,2170,88,,84.0,10.01
47370,running,78,0.0,454.38,41.39999999999998,2.202,0.5,115,603897134,-40611497,249,301.0,,,836.0,2026-06-16 07:15:16+00:00,1,,61,115,2160,88,,83.9,10.03
47619,running,79,0.0,456.69,41.39999999999998,2.193,0.5,115,603896923,-40611789,249,301.0,,,832.0,2026-06-16 07:15:17+00:00,1,,61,115,2151,88,,83.8,10.06
47868,running,79,0.0,458.86,41.39999999999998,2.183,0.5,115,603896771,-40612062,249,301.0,,,829.0,2026-06-16 07:15:18+00:00,1,,61,115,2178,88,,83.7,10.09
48117,running,79,0.0,460.74,41.39999999999998,2.183,0.5,115,603896638,-40612183,249,298.0,,,818.0,2026-06-16 07:15:19+00:00,1,,61,115,2178,88,,82.3,10.05
48368,running,80,0.0,463.2,41.39999999999998,2.183,0.0,116,603896419,-40612534,251,298.0,,,818.0,2026-06-16 07:15:20+00:00,1,,63,116,2178,88,,82.3,10.05
48620,running,80,0.0,465.51,41.39999999999998,2.183,0.0,116,603896232,-40612768,252,298.0,,,818.0,2026-06-16 07:15:21+00:00,1,,63,116,2178,88,,82.3,10.05
48873,running,81,0.0,467.68,41.39999999999998,2.183,0.5,116,603896055,-40612950,253,294.0,,,808.0,2026-06-16 07:15:22+00:00,1,,63,116,2178,88,,81.2,10.05
49125,running,81,0.0,470.55,41.39999999999998,2.183,0.5,116,603895809,-40613322,252,294.0,,,808.0,2026-06-16 07:15:23+00:00,1,,63,116,2208,88,,81.2,10.05
49378,running,81,0.0,472.92,41.39999999999998,2.193,0.5,117,603895636,-40613571,253,294.0,,,812.0,2026-06-16 07:15:24+00:00,1,,61,117,2217,88,,81.3,10.02
49634,running,81,0.0,475.15,41.39999999999998,2.211,0.0,117,603895446,-40613711,256,294.0,,,819.0,2026-06-16 07:15:25+00:00,1,,61,117,2236,88,,81.5,9.96
49891,running,81,0.0,477.55,41.39999999999998,2.221,0.0,118,603895234,-40614043,257,293.0,,,822.0,2026-06-16 07:15:26+00:00,1,,55,118,2246,88,,82.0,9.97
50148,running,81,0.0,479.8,41.39999999999998,2.221,0.0,118,603895091,-40614300,257,293.0,,,822.0,2026-06-16 07:15:27+00:00,1,,55,118,2246,88,,82.0,9.97
50405,running,81,0.0,481.67,41.39999999999998,2.221,0.5,118,603894959,-40614463,257,293.0,,,822.0,2026-06-16 07:15:28+00:00,1,,55,118,2246,88,,82.0,9.97
50662,running,81,0.0,484.28,41.39999999999998,2.23,0.5,118,603894710,-40614814,257,293.0,,,825.0,2026-06-16 07:15:29+00:00,1,,55,118,2255,88,,82.1,9.94
50919,running,79,0.0,486.61,41.39999999999998,2.23,0.5,118,603894536,-40615049,257,300.0,,,846.0,2026-06-16 07:15:30+00:00,1,,55,118,2255,88,,84.6,9.99
51176,running,79,0.0,488.3,41.60000000000002,2.23,0.5,118,603894385,-40615175,257,300.0,,,846.0,2026-06-16 07:15:31+00:00,1,,55,118,2255,88,,84.6,9.99
51432,running,79,0.0,490.33,41.39999999999998,2.23,0.5,118,603894187,-40615444,256,300.0,,,846.0,2026-06-16 07:15:32+00:00,1,,55,118,2255,88,,84.6,9.99
51686,running,79,0.0,492.54,41.39999999999998,2.221,0.5,119,603894040,-40615723,254,301.0,,,843.0,2026-06-16 07:15:33+00:00,1,,52,119,2242,88,,84.1,9.98
51940,running,80,0.0,494.5,41.39999999999998,2.221,0.0,119,603893890,-40615875,254,297.0,,,832.0,2026-06-16 07:15:34+00:00,1,,52,119,2242,88,,83.0,9.97
52194,running,80,0.0,496.55,41.39999999999998,2.211,0.0,119,603893687,-40616113,254,297.0,,,829.0,2026-06-16 07:15:35+00:00,1,,52,119,2232,88,,82.9,10.0
52450,running,80,0.0,498.57,41.39999999999998,2.211,0.0,119,603893543,-40616343,256,297.0,,,829.0,2026-06-16 07:15:36+00:00,1,,52,119,2232,88,,82.9,10.0
52705,running,80,0.0,500.51,41.39999999999998,2.202,0.0,119,603893386,-40616508,255,297.0,,,825.0,2026-06-16 07:15:37+00:00,1,,52,119,2223,88,,82.8,10.03
52960,running,80,0.0,503.34,41.60000000000002,2.202,0.0,119,603893106,-40616882,255,297.0,,,825.0,2026-06-16 07:15:38+00:00,1,,52,119,2223,88,,82.8,10.03
53215,running,80,0.0,505.86,41.60000000000002,2.202,0.0,119,603892958,-40617181,255,297.0,,,825.0,2026-06-16 07:15:39+00:00,1,,52,119,2198,88,,82.8,10.03
53471,running,80,0.0,507.84,41.39999999999998,2.211,0.5,119,603892797,-40617348,256,297.0,,,829.0,2026-06-16 07:15:40+00:00,1,,52,119,2207,88,,82.9,10.0
53727,running,80,0.0,510.1,41.39999999999998,2.211,0.5,119,603892607,-40617670,256,297.0,,,829.0,2026-06-16 07:15:41+00:00,1,,52,119,2207,88,,82.9,10.0
53983,running,80,0.0,512.44,41.39999999999998,2.211,0.5,120,603892440,-40617958,256,297.0,,,829.0,2026-06-16 07:15:42+00:00,1,,63,120,2207,88,,82.9,10.0
54238,running,80,0.0,514.55,41.39999999999998,2.211,0.5,120,603892245,-40618074,255,297.0,,,829.0,2026-06-16 07:15:43+00:00,1,,63,120,2207,88,,82.9,10.0
54491,running,80,0.0,517.43,41.39999999999998,2.211,0.5,120,603892010,-40618458,253,297.0,,,829.0,2026-06-16 07:15:44+00:00,1,,63,120,2198,88,,82.9,10.0
54742,running,80,0.0,519.83,41.39999999999998,2.211,0.5,120,603891831,-40618695,251,297.0,,,829.0,2026-06-16 07:15:45+00:00,1,,63,120,2198,88,,82.9,10.0
54994,running,80,0.0,521.9,41.200000000000045,2.23,0.5,120,603891659,-40618858,252,297.0,,,836.0,2026-06-16 07:15:46+00:00,1,,63,120,2217,88,,83.1,9.94
55245,running,80,0.0,524.61,41.200000000000045,2.23,0.5,121,603891427,-40619216,251,297.0,,,836.0,2026-06-16 07:15:47+00:00,1,,67,121,2217,88,,83.1,9.94
55496,running,80,0.0,526.93,41.200000000000045,2.239,0.5,121,603891261,-40619485,251,297.0,,,839.0,2026-06-16 07:15:48+00:00,1,,67,121,2226,88,,83.2,9.91
55746,running,80,0.0,529.0,41.200000000000045,2.239,0.5,121,603891121,-40619702,250,297.0,,,839.0,2026-06-16 07:15:49+00:00,1,,67,121,2220,88,,83.2,9.91
55996,running,80,0.0,531.43,41.200000000000045,2.249,0.5,120,603890902,-40619994,250,296.0,,,843.0,2026-06-16 07:15:50+00:00,1,,71,120,2229,88,,83.7,9.93
56244,running,80,0.0,533.65,41.200000000000045,2.249,0.5,121,603890749,-40620269,248,296.0,,,843.0,2026-06-16 07:15:51+00:00,1,,72,121,2229,88,,83.7,9.93
56492,running,80,0.0,535.5,41.200000000000045,2.249,0.5,120,603890589,-40620410,248,296.0,,,843.0,2026-06-16 07:15:52+00:00,1,,72,120,2229,88,,83.7,9.93
56739,running,79,0.0,537.83,41.200000000000045,2.249,0.5,120,603890373,-40620691,247,300.0,,,853.0,2026-06-16 07:15:53+00:00,1,,72,120,2229,88,,84.8,9.93
56985,running,79,0.0,540.2,41.200000000000045,2.239,0.5,120,603890198,-40620969,246,300.0,,,850.0,2026-06-16 07:15:54+00:00,1,,72,120,2220,88,,84.7,9.96
57230,running,79,0.0,542.28,41.200000000000045,2.239,0.5,120,603890056,-40621152,245,300.0,,,850.0,2026-06-16 07:15:55+00:00,1,,72,120,2220,88,,84.7,9.96
57474,running,79,0.0,544.3,41.0,2.239,0.0,119,603889889,-40621353,244,300.0,,,850.0,2026-06-16 07:15:56+00:00,1,,67,119,2220,88,,84.7,9.96
57717,running,79,0.0,546.56,41.0,2.239,0.0,119,603889720,-40621684,243,300.0,,,850.0,2026-06-16 07:15:57+00:00,1,,67,119,2220,88,,84.7,9.96
57960,running,79,0.0,548.55,40.799999999999955,2.239,0.0,119,603889529,-40621852,243,300.0,,,850.0,2026-06-16 07:15:58+00:00,1,,67,119,2220,88,,84.7,9.96
58202,running,78,0.0,550.56,40.799999999999955,2.239,0.5,118,603889350,-40622003,242,300.0,,,850.0,2026-06-16 07:15:59+00:00,1,,62,118,2216,88,,84.7,9.96
58443,running,78,0.0,552.9,40.799999999999955,2.23,0.5,118,603889146,-40622320,241,300.0,,,846.0,2026-06-16 07:16:00+00:00,1,,62,118,2206,88,,84.6,9.99
58684,running,78,0.0,555.48,40.799999999999955,2.23,0.5,117,603888994,-40622629,241,300.0,,,846.0,2026-06-16 07:16:01+00:00,1,,52,117,2206,88,,84.6,9.99
58925,running,78,0.0,557.49,40.799999999999955,2.23,0.5,117,603888823,-40622771,241,304.0,,,857.0,2026-06-16 07:16:02+00:00,1,,52,117,2206,88,,85.7,10.0
59166,running,78,0.0,559.32,40.799999999999955,2.23,0.5,117,603888680,-40623082,241,304.0,,,857.0,2026-06-16 07:16:03+00:00,1,,52,117,2206,88,,85.7,10.0
59406,running,79,0.0,561.21,40.799999999999955,2.23,0.5,117,603888521,-40623306,240,300.0,,,846.0,2026-06-16 07:16:04+00:00,1,,52,117,2170,88,,84.6,9.99
59644,running,79,0.0,563.26,40.60000000000002,2.221,0.5,117,603888315,-40623463,238,301.0,,,843.0,2026-06-16 07:16:05+00:00,1,,52,117,2161,88,,84.1,9.98
59881,running,79,0.0,565.77,40.39999999999998,2.221,0.5,117,603888113,-40623788,237,301.0,,,843.0,2026-06-16 07:16:06+00:00,1,,52,117,2161,88,,84.1,9.98
60117,running,78,0.0,568.27,40.39999999999998,2.221,0.5,117,603887934,-40624042,236,305.0,,,854.0,2026-06-16 07:16:07+00:00,1,,52,117,2161,88,,85.3,9.98
60353,running,78,0.0,570.47,40.200000000000045,2.221,0.5,117,603887769,-40624224,236,305.0,,,854.0,2026-06-16 07:16:08+00:00,1,,52,117,2161,88,,85.3,9.98
60588,running,78,0.0,573.06,40.200000000000045,2.221,0.5,117,603887561,-40624581,235,305.0,,,854.0,2026-06-16 07:16:09+00:00,1,,52,117,2143,88,,85.3,9.98
60824,running,78,0.0,575.17,40.0,2.23,0.5,117,603887418,-40624835,236,300.0,,,846.0,2026-06-16 07:16:10+00:00,1,,52,117,2152,88,,84.6,9.99
61059,running,78,0.0,577.01,40.0,2.23,0.5,117,603887253,-40624973,235,300.0,,,846.0,2026-06-16 07:16:11+00:00,1,,52,117,2152,88,,84.6,9.99
61291,running,80,0.0,579.32,40.0,2.23,0.5,117,603887035,-40625221,232,297.0,,,836.0,2026-06-16 07:16:12+00:00,1,,52,117,2152,88,,83.1,9.94
61519,running,80,0.0,581.62,39.799999999999955,2.221,0.5,117,603886918,-40625597,228,297.0,,,832.0,2026-06-16 07:16:13+00:00,1,,52,117,2143,88,,83.0,9.97
61745,running,80,0.0,583.68,39.60000000000002,2.221,0.5,117,603886773,-40625815,226,297.0,,,832.0,2026-06-16 07:16:14+00:00,1,,52,117,2129,88,,83.0,9.97
61968,running,79,0.0,586.05,39.60000000000002,2.221,0.5,117,603886578,-40626114,223,297.0,,,832.0,2026-06-16 07:16:15+00:00,1,,52,117,2129,88,,83.0,9.97
62189,running,78,0.0,588.53,39.39999999999998,2.221,0.5,117,603886419,-40626457,221,305.0,,,854.0,2026-06-16 07:16:16+00:00,1,,52,117,2129,88,,85.3,9.98
62407,running,78,0.0,590.88,39.200000000000045,2.221,0.5,117,603886235,-40626701,218,305.0,,,854.0,2026-06-16 07:16:17+00:00,1,,52,117,2129,88,,85.3,9.98
62624,running,78,0.0,593.3,39.0,2.23,0.5,118,603886065,-40626932,217,300.0,,,846.0,2026-06-16 07:16:18+00:00,1,,62,118,2138,88,,84.6,9.99
62839,running,78,0.0,595.74,38.799999999999955,2.23,0.5,117,603885891,-40627291,215,300.0,,,846.0,2026-06-16 07:16:19+00:00,1,,61,117,2105,88,,84.6,9.99
63054,running,78,0.0,598.15,38.60000000000002,2.239,0.5,117,603885707,-40627565,215,300.0,,,850.0,2026-06-16 07:16:20+00:00,1,,61,117,2114,88,,84.7,9.96
63268,running,78,0.0,600.12,38.39999999999998,2.239,0.5,118,603885556,-40627716,214,300.0,,,850.0,2026-06-16 07:16:21+00:00,1,,60,118,2114,88,,84.7,9.96
63481,running,79,0.0,602.37,38.39999999999998,2.239,0.5,118,603885347,-40628032,213,300.0,,,850.0,2026-06-16 07:16:22+00:00,1,,60,118,2114,88,,84.7,9.96
63693,running,79,0.0,604.96,38.200000000000045,2.239,0.5,118,603885179,-40628300,212,300.0,,,850.0,2026-06-16 07:16:23+00:00,1,,60,118,2114,88,,84.7,9.96
63903,running,77,0.0,606.65,38.200000000000045,2.239,0.5,118,603885010,-40628448,210,304.0,,,861.0,2026-06-16 07:16:24+00:00,1,,60,118,2094,88,,85.9,9.97
64112,running,77,0.0,608.9,38.0,2.239,0.5,118,603884839,-40628801,209,304.0,,,861.0,2026-06-16 07:16:25+00:00,1,,60,118,2094,88,,85.9,9.97
64320,running,78,0.0,611.02,37.799999999999955,2.239,0.5,118,603884714,-40629090,208,304.0,,,861.0,2026-06-16 07:16:26+00:00,1,,60,118,2094,88,,85.9,9.97
64528,running,79,0.0,612.9,37.60000000000002,2.239,0.5,118,603884645,-40629351,208,300.0,,,850.0,2026-06-16 07:16:27+00:00,1,,60,118,2094,88,,84.7,9.96
64735,running,79,0.0,614.71,37.39999999999998,2.239,0.5,119,603884493,-40629572,207,297.0,,,839.0,2026-06-16 07:16:28+00:00,1,,52,119,2094,88,,83.2,9.91
64941,running,79,0.0,616.89,37.200000000000045,2.23,0.5,118,603884324,-40629862,206,297.0,,,836.0,2026-06-16 07:16:29+00:00,1,,53,118,2085,88,,83.1,9.94
65146,running,79,0.0,618.79,37.0,2.23,0.5,119,603884161,-40630095,205,297.0,,,836.0,2026-06-16 07:16:30+00:00,1,,53,119,2069,88,,83.1,9.94
65350,running,78,0.0,621.0,37.0,2.221,0.5,119,603883990,-40630339,204,305.0,,,854.0,2026-06-16 07:16:31+00:00,1,,53,119,2061,88,,85.3,9.98
65554,running,78,0.0,623.68,36.799999999999955,2.221,0.5,119,603883830,-40630705,204,305.0,,,854.0,2026-06-16 07:16:32+00:00,1,,53,119,2061,88,,85.3,9.98
65758,running,78,0.0,625.63,36.60000000000002,2.221,0.5,118,603883694,-40630957,204,305.0,,,854.0,2026-06-16 07:16:33+00:00,1,,56,118,2061,88,,85.3,9.98
65963,running,78,0.0,627.94,36.60000000000002,2.221,0.5,119,603883488,-40631183,205,305.0,,,854.0,2026-06-16 07:16:34+00:00,1,,56,119,2061,88,,85.3,9.98
66167,running,78,0.0,630.65,36.39999999999998,2.221,0.0,118,603883263,-40631468,204,305.0,,,854.0,2026-06-16 07:16:35+00:00,1,,57,118,2031,88,,85.3,9.98
66371,running,76,0.0,633.09,36.200000000000045,2.221,0.5,118,603883111,-40631783,204,309.0,,,865.0,2026-06-16 07:16:36+00:00,1,,57,118,2031,88,,86.5,9.99
